odtaz_timeslot,o2d_taz,timeslot,ODcount
"1009-161,7-9",1009-161,7-9,26
"1009-161,9-17",1009-161,9-17,53
"1009-163,7-9",1009-163,7-9,26
"1009-163,9-17",1009-163,9-17,26
"1009-164,0-7",1009-164,0-7,132
"1009-164,17-19",1009-164,17-19,79
"1009-164,19-24",1009-164,19-24,238
"1009-164,7-9",1009-164,7-9,185
"1009-164,9-17",1009-164,9-17,475
"1009-165,0-7",1009-165,0-7,26
"1009-165,17-19",1009-165,17-19,53
"1009-165,19-24",1009-165,19-24,106
"1009-165,7-9",1009-165,7-9,79
"1009-165,9-17",1009-165,9-17,132
"1009-金门路,9-17",1009-金门路,9-17,6
"1009-175,7-9",1009-175,7-9,26
"1009-185,17-19",1009-185,17-19,26
"1009-188,19-24",1009-188,19-24,26
"1009-葑门桥,0-7",1009-葑门桥,0-7,26
"1009-葑门桥,0-7",1009-葑门桥,0-7,26
"1009-葑门桥,9-17",1009-葑门桥,9-17,53
"1009-198,0-7",1009-198,0-7,26
"1009-198,19-24",1009-198,19-24,26
"1009-2,0-7",1009-2,0-7,12
"1009-2,19-24",1009-2,19-24,6
"1009-2,9-17",1009-2,9-17,42
"1009-人民桥,0-7",1009-人民桥,0-7,26
"1009-人民桥,19-24",1009-人民桥,19-24,53
"1009-人民桥,9-17",1009-人民桥,9-17,26
"1009-人民桥,19-24",1009-人民桥,19-24,26
"1009-人民桥,9-17",1009-人民桥,9-17,26
"1009-竹辉路,0-7",1009-竹辉路,0-7,26
"1009-竹辉路,17-19",1009-竹辉路,17-19,79
"1009-竹辉路,9-17",1009-竹辉路,9-17,26
"1009-206,9-17",1009-206,9-17,26
"1009-竹辉路,9-17",1009-竹辉路,9-17,26
"1009-金门路,7-9",1009-金门路,7-9,6
"1009-22,17-19",1009-22,17-19,6
"1009-25,19-24",1009-25,19-24,6
"1009-3,17-19",1009-3,17-19,12
"1009-3,19-24",1009-3,19-24,12
"1009-3,7-9",1009-3,7-9,6
"1009-3,9-17",1009-3,9-17,6
"1009-干将桥（干将西路）,17-19",1009-干将桥（干将西路）,17-19,26
"1009-干将桥（干将西路）,19-24",1009-干将桥（干将西路）,19-24,79
"1009-干将桥（干将西路）,7-9",1009-干将桥（干将西路）,7-9,53
"1009-干将桥（干将西路）,9-17",1009-干将桥（干将西路）,9-17,264
"1009-33,0-7",1009-33,0-7,26
"1009-33,17-19",1009-33,17-19,26
"1009-33,19-24",1009-33,19-24,53
"1009-33,9-17",1009-33,9-17,79
"1009-34,9-17",1009-34,9-17,26
"1009-35,7-9",1009-35,7-9,26
"1009-35,9-17",1009-35,9-17,26
"1009-干将桥（干将西路）,19-24",1009-干将桥（干将西路）,19-24,26
"1009-干将桥（干将西路）,9-17",1009-干将桥（干将西路）,9-17,53
"1009-干将桥（干将西路）,17-19",1009-干将桥（干将西路）,17-19,26
"1009-干将桥（干将西路）,19-24",1009-干将桥（干将西路）,19-24,26
"1009-干将桥（干将西路）,9-17",1009-干将桥（干将西路）,9-17,26
"1009-齐门桥,19-24",1009-齐门桥,19-24,30
"1009-47,17-19",1009-47,17-19,6
"1009-47,19-24",1009-47,19-24,24
"1009-47,9-17",1009-47,9-17,42
"1009-平门桥,7-9",1009-平门桥,7-9,6
"1009-53,9-17",1009-53,9-17,6
"1009-54,9-17",1009-54,9-17,6
"1009-65,19-24",1009-65,19-24,6
"1009-惠济桥,0-7",1009-惠济桥,0-7,30
"1009-惠济桥,17-19",1009-惠济桥,17-19,30
"1009-惠济桥,19-24",1009-惠济桥,19-24,24
"1009-惠济桥,9-17",1009-惠济桥,9-17,30
"1009-74,17-19",1009-74,17-19,6
"1009-77,19-24",1009-77,19-24,6
"1009-79,9-17",1009-79,9-17,6
"1009-81,9-17",1009-81,9-17,6
"1009-齐门桥,19-24",1009-齐门桥,19-24,6
"1009-娄门桥,9-17",1009-娄门桥,9-17,18
"1009-85,0-7",1009-85,0-7,12
"1009-85,17-19",1009-85,17-19,12
"1009-85,19-24",1009-85,19-24,30
"1009-85,9-17",1009-85,9-17,42
"1009-86,17-19",1009-86,17-19,6
"1009-86,9-17",1009-86,9-17,6
"1009-娄门桥,19-24",1009-娄门桥,19-24,6
"1009-9,19-24",1009-9,19-24,6
"1009-95,19-24",1009-95,19-24,6
"101-阊门桥,0-7",101-阊门桥,0-7,6
"101-1002,17-19",101-1002,17-19,6
"101-1002,9-17",101-1002,9-17,6
"101-1003,7-9",101-1003,7-9,6
"101-1009,17-19",101-1009,17-19,6
"101-102,17-19",101-102,17-19,6
"101-102,9-17",101-102,9-17,6
"101-104,0-7",101-104,0-7,6
"101-104,17-19",101-104,17-19,6
"101-104,19-24",101-104,19-24,12
"101-104,9-17",101-104,9-17,6
"101-110,9-17",101-110,9-17,6
"101-123,7-9",101-123,7-9,6
"101-125,19-24",101-125,19-24,6
"101-136,19-24",101-136,19-24,6
"101-139,7-9",101-139,7-9,6
"101-144,7-9",101-144,7-9,6
"101-164,7-9",101-164,7-9,6
"101-164,9-17",101-164,9-17,6
"101-165,19-24",101-165,19-24,6
"101-176,7-9",101-176,7-9,6
"101-18,0-7",101-18,0-7,6
"101-2,17-19",101-2,17-19,6
"101-2,7-9",101-2,7-9,6
"101-人民桥,0-7",101-人民桥,0-7,6
"101-人民桥,17-19",101-人民桥,17-19,6
"101-204,19-24",101-204,19-24,6
"101-竹辉路,0-7",101-竹辉路,0-7,6
"101-金门路,0-7",101-金门路,0-7,6
"101-22,0-7",101-22,0-7,6
"101-3,19-24",101-3,19-24,12
"101-干将桥（干将西路）,0-7",101-干将桥（干将西路）,0-7,6
"101-33,19-24",101-33,19-24,6
"101-33,9-17",101-33,9-17,6
"101-齐门桥,17-19",101-齐门桥,17-19,6
"101-47,17-19",101-47,17-19,6
"101-6,19-24",101-6,19-24,6
"101-惠济桥,9-17",101-惠济桥,9-17,12
"101-74,9-17",101-74,9-17,6
"101-85,19-24",101-85,19-24,12
"101-87,0-7",101-87,0-7,6
"101-葑门桥,19-24",101-葑门桥,19-24,6
"景德桥-惠济桥,9-17",景德桥-惠济桥,9-17,6
"景德桥-阊门桥,19-24",景德桥-阊门桥,19-24,6
"景德桥-1001,7-9",景德桥-1001,7-9,6
"景德桥-1005,9-17",景德桥-1005,9-17,6
"景德桥-1009,19-24",景德桥-1009,19-24,12
"景德桥-1009,9-17",景德桥-1009,9-17,18
"景德桥-104,0-7",景德桥-104,0-7,6
"景德桥-姑胥桥,9-17",景德桥-姑胥桥,9-17,6
"景德桥-140,19-24",景德桥-140,19-24,6
"景德桥-144,0-7",景德桥-144,0-7,6
"景德桥-竹辉路,0-7",景德桥-竹辉路,0-7,12
"景德桥-164,17-19",景德桥-164,17-19,6
"景德桥-164,19-24",景德桥-164,19-24,6
"景德桥-164,7-9",景德桥-164,7-9,6
"景德桥-165,17-19",景德桥-165,17-19,6
"景德桥-165,7-9",景德桥-165,7-9,6
"景德桥-165,9-17",景德桥-165,9-17,6
"景德桥-金门路,17-19",景德桥-金门路,17-19,6
"景德桥-172,9-17",景德桥-172,9-17,6
"景德桥-182,19-24",景德桥-182,19-24,6
"景德桥-198,9-17",景德桥-198,9-17,6
"景德桥-2,9-17",景德桥-2,9-17,6
"景德桥-人民桥,17-19",景德桥-人民桥,17-19,6
"景德桥-人民桥,9-17",景德桥-人民桥,9-17,6
"景德桥-竹辉路,19-24",景德桥-竹辉路,19-24,6
"景德桥-竹辉路,9-17",景德桥-竹辉路,9-17,6
"景德桥-25,9-17",景德桥-25,9-17,6
"景德桥-3,19-24",景德桥-3,19-24,6
"景德桥-3,7-9",景德桥-3,7-9,6
"景德桥-30,9-17",景德桥-30,9-17,12
"景德桥-干将桥（干将西路）,9-17",景德桥-干将桥（干将西路）,9-17,12
"景德桥-33,9-17",景德桥-33,9-17,6
"景德桥-47,19-24",景德桥-47,19-24,6
"景德桥-47,9-17",景德桥-47,9-17,6
"景德桥-65,19-24",景德桥-65,19-24,6
"景德桥-惠济桥,0-7",景德桥-惠济桥,0-7,6
"景德桥-惠济桥,17-19",景德桥-惠济桥,17-19,12
"景德桥-惠济桥,19-24",景德桥-惠济桥,19-24,12
"景德桥-惠济桥,7-9",景德桥-惠济桥,7-9,6
"景德桥-76,9-17",景德桥-76,9-17,6
"景德桥-79,9-17",景德桥-79,9-17,6
"景德桥-齐门桥,19-24",景德桥-齐门桥,19-24,6
"景德桥-娄门桥,19-24",景德桥-娄门桥,19-24,6
"景德桥-娄门桥,9-17",景德桥-娄门桥,9-17,12
"景德桥-85,9-17",景德桥-85,9-17,18
"景德桥-平门桥,19-24",景德桥-平门桥,19-24,6
"1011-惠济桥,7-9",1011-惠济桥,7-9,6
"1011-景德桥,9-17",1011-景德桥,9-17,6
"1011-144,19-24",1011-144,19-24,6
"1011-竹辉路,9-17",1011-竹辉路,9-17,6
"1011-164,7-9",1011-164,7-9,6
"1011-葑门桥,9-17",1011-葑门桥,9-17,6
"1011-197,19-24",1011-197,19-24,6
"1011-金门路,19-24",1011-金门路,19-24,6
"1011-金门路,9-17",1011-金门路,9-17,6
"1011-22,17-19",1011-22,17-19,6
"1011-22,7-9",1011-22,7-9,6
"1011-47,19-24",1011-47,19-24,12
"1011-惠济桥,7-9",1011-惠济桥,7-9,6
"1011-79,19-24",1011-79,19-24,6
"1011-85,9-17",1011-85,9-17,6
"1013-惠济桥,0-7",1013-惠济桥,0-7,6
"1013-惠济桥,19-24",1013-惠济桥,19-24,6
"1013-惠济桥,7-9",1013-惠济桥,7-9,12
"1013-惠济桥,9-17",1013-惠济桥,9-17,6
"1013-阊门桥,9-17",1013-阊门桥,9-17,6
"1013-1003,19-24",1013-1003,19-24,6
"1013-1003,9-17",1013-1003,9-17,12
"1013-1004,17-19",1013-1004,17-19,6
"1013-1005,9-17",1013-1005,9-17,6
"1013-1009,17-19",1013-1009,17-19,12
"1013-1009,7-9",1013-1009,7-9,12
"1013-101,19-24",1013-101,19-24,6
"1013-1011,7-9",1013-1011,7-9,6
"1013-1013,19-24",1013-1013,19-24,6
"1013-阊门桥,19-24",1013-阊门桥,19-24,18
"1013-阊门桥,9-17",1013-阊门桥,9-17,12
"1013-104,0-7",1013-104,0-7,6
"1013-104,17-19",1013-104,17-19,30
"1013-104,19-24",1013-104,19-24,18
"1013-104,7-9",1013-104,7-9,6
"1013-104,9-17",1013-104,9-17,24
"1013-相门桥,19-24",1013-相门桥,19-24,6
"1013-相门桥,7-9",1013-相门桥,7-9,6
"1013-相门桥,9-17",1013-相门桥,9-17,6
"1013-相门桥,0-7",1013-相门桥,0-7,6
"1013-相门桥,19-24",1013-相门桥,19-24,6
"1013-132,7-9",1013-132,7-9,6
"1013-163,9-17",1013-163,9-17,6
"1013-164,17-19",1013-164,17-19,6
"1013-164,7-9",1013-164,7-9,6
"1013-164,9-17",1013-164,9-17,6
"1013-165,9-17",1013-165,9-17,12
"1013-葑门桥,9-17",1013-葑门桥,9-17,6
"1013-199,9-17",1013-199,9-17,6
"1013-2,19-24",1013-2,19-24,24
"1013-2,7-9",1013-2,7-9,12
"1013-2,9-17",1013-2,9-17,12
"1013-人民桥,19-24",1013-人民桥,19-24,6
"1013-人民桥,9-17",1013-人民桥,9-17,6
"1013-竹辉路,19-24",1013-竹辉路,19-24,24
"1013-竹辉路,9-17",1013-竹辉路,9-17,6
"1013-206,9-17",1013-206,9-17,12
"1013-22,9-17",1013-22,9-17,6
"1013-3,0-7",1013-3,0-7,42
"1013-3,17-19",1013-3,17-19,78
"1013-3,19-24",1013-3,19-24,120
"1013-3,7-9",1013-3,7-9,78
"1013-3,9-17",1013-3,9-17,336
"1013-41,9-17",1013-41,9-17,12
"1013-42,17-19",1013-42,17-19,6
"1013-42,19-24",1013-42,19-24,6
"1013-43,19-24",1013-43,19-24,6
"1013-44,9-17",1013-44,9-17,6
"1013-齐门桥,17-19",1013-齐门桥,17-19,6
"1013-齐门桥,7-9",1013-齐门桥,7-9,6
"1013-齐门桥,9-17",1013-齐门桥,9-17,6
"1013-齐门桥,0-7",1013-齐门桥,0-7,36
"1013-齐门桥,17-19",1013-齐门桥,17-19,120
"1013-齐门桥,19-24",1013-齐门桥,19-24,162
"1013-齐门桥,7-9",1013-齐门桥,7-9,120
"1013-齐门桥,9-17",1013-齐门桥,9-17,288
"1013-47,0-7",1013-47,0-7,18
"1013-47,17-19",1013-47,17-19,66
"1013-47,19-24",1013-47,19-24,66
"1013-47,7-9",1013-47,7-9,30
"1013-47,9-17",1013-47,9-17,180
"1013-平门桥,9-17",1013-平门桥,9-17,6
"1013-6,7-9",1013-6,7-9,6
"1013-惠济桥,0-7",1013-惠济桥,0-7,60
"1013-惠济桥,17-19",1013-惠济桥,17-19,78
"1013-惠济桥,19-24",1013-惠济桥,19-24,156
"1013-惠济桥,7-9",1013-惠济桥,7-9,30
"1013-惠济桥,9-17",1013-惠济桥,9-17,216
"1013-齐门桥,0-7",1013-齐门桥,0-7,12
"1013-齐门桥,17-19",1013-齐门桥,17-19,12
"1013-齐门桥,19-24",1013-齐门桥,19-24,12
"1013-齐门桥,7-9",1013-齐门桥,7-9,12
"1013-齐门桥,9-17",1013-齐门桥,9-17,54
"1013-娄门桥,0-7",1013-娄门桥,0-7,30
"1013-娄门桥,17-19",1013-娄门桥,17-19,42
"1013-娄门桥,19-24",1013-娄门桥,19-24,90
"1013-娄门桥,7-9",1013-娄门桥,7-9,84
"1013-娄门桥,9-17",1013-娄门桥,9-17,66
"1013-85,0-7",1013-85,0-7,168
"1013-85,17-19",1013-85,17-19,318
"1013-85,19-24",1013-85,19-24,516
"1013-85,7-9",1013-85,7-9,240
"1013-85,9-17",1013-85,9-17,1320
"1013-86,19-24",1013-86,19-24,6
"1013-86,9-17",1013-86,9-17,12
"1013-87,7-9",1013-87,7-9,6
"1013-87,9-17",1013-87,9-17,6
"1013-娄门桥,7-9",1013-娄门桥,7-9,6
"1013-90,7-9",1013-90,7-9,6
"1013-92,19-24",1013-92,19-24,6
"1013-平门桥,7-9",1013-平门桥,7-9,6
"1013-娄门桥,19-24",1013-娄门桥,19-24,6
"1013-葑门桥,19-24",1013-葑门桥,19-24,6
"阊门桥-惠济桥,19-24",阊门桥-惠济桥,19-24,6
"阊门桥-阊门桥,0-7",阊门桥-阊门桥,0-7,6
"阊门桥-阊门桥,7-9",阊门桥-阊门桥,7-9,6
"阊门桥-阊门桥,9-17",阊门桥-阊门桥,9-17,12
"阊门桥-180,9-17",阊门桥-180,9-17,6
"阊门桥-181,9-17",阊门桥-181,9-17,6
"阊门桥-景德桥,19-24",阊门桥-景德桥,19-24,6
"阊门桥-景德桥,9-17",阊门桥-景德桥,9-17,6
"阊门桥-人民桥,9-17",阊门桥-人民桥,9-17,6
"阊门桥-25,19-24",阊门桥-25,19-24,6
"阊门桥-3,7-9",阊门桥-3,7-9,24
"阊门桥-3,9-17",阊门桥-3,9-17,18
"阊门桥-39,9-17",阊门桥-39,9-17,6
"阊门桥-齐门桥,0-7",阊门桥-齐门桥,0-7,6
"阊门桥-9,9-17",阊门桥-9,9-17,6
"阊门桥-惠济桥,7-9",阊门桥-惠济桥,7-9,6
"阊门桥-惠济桥,9-17",阊门桥-惠济桥,9-17,12
"阊门桥-100,9-17",阊门桥-100,9-17,6
"阊门桥-1004,0-7",阊门桥-1004,0-7,6
"阊门桥-1009,17-19",阊门桥-1009,17-19,6
"阊门桥-1011,19-24",阊门桥-1011,19-24,6
"阊门桥-1011,9-17",阊门桥-1011,9-17,6
"阊门桥-1013,7-9",阊门桥-1013,7-9,6
"阊门桥-1013,9-17",阊门桥-1013,9-17,6
"阊门桥-阊门桥,17-19",阊门桥-阊门桥,17-19,24
"阊门桥-阊门桥,7-9",阊门桥-阊门桥,7-9,12
"阊门桥-阊门桥,9-17",阊门桥-阊门桥,9-17,6
"阊门桥-102,7-9",阊门桥-102,7-9,6
"阊门桥-104,7-9",阊门桥-104,7-9,6
"阊门桥-104,9-17",阊门桥-104,9-17,6
"阊门桥-108,0-7",阊门桥-108,0-7,6
"阊门桥-108,19-24",阊门桥-108,19-24,6
"阊门桥-相门桥,0-7",阊门桥-相门桥,0-7,6
"阊门桥-123,17-19",阊门桥-123,17-19,6
"阊门桥-156,9-17",阊门桥-156,9-17,6
"阊门桥-164,17-19",阊门桥-164,17-19,6
"阊门桥-164,7-9",阊门桥-164,7-9,6
"阊门桥-164,9-17",阊门桥-164,9-17,6
"阊门桥-165,7-9",阊门桥-165,7-9,6
"阊门桥-193,9-17",阊门桥-193,9-17,6
"阊门桥-2,9-17",阊门桥-2,9-17,12
"阊门桥-人民桥,19-24",阊门桥-人民桥,19-24,6
"阊门桥-人民桥,0-7",阊门桥-人民桥,0-7,6
"阊门桥-竹辉路,19-24",阊门桥-竹辉路,19-24,6
"阊门桥-金门路,17-19",阊门桥-金门路,17-19,6
"阊门桥-24,19-24",阊门桥-24,19-24,6
"阊门桥-25,7-9",阊门桥-25,7-9,6
"阊门桥-35,7-9",阊门桥-35,7-9,6
"阊门桥-47,7-9",阊门桥-47,7-9,6
"阊门桥-47,9-17",阊门桥-47,9-17,6
"阊门桥-平门桥,7-9",阊门桥-平门桥,7-9,6
"阊门桥-平门桥,0-7",阊门桥-平门桥,0-7,6
"阊门桥-平门桥,17-19",阊门桥-平门桥,17-19,6
"阊门桥-54,19-24",阊门桥-54,19-24,6
"阊门桥-55,19-24",阊门桥-55,19-24,6
"阊门桥-58,9-17",阊门桥-58,9-17,6
"阊门桥-61,0-7",阊门桥-61,0-7,6
"阊门桥-68,7-9",阊门桥-68,7-9,6
"阊门桥-惠济桥,17-19",阊门桥-惠济桥,17-19,6
"阊门桥-惠济桥,7-9",阊门桥-惠济桥,7-9,6
"阊门桥-娄门桥,19-24",阊门桥-娄门桥,19-24,6
"阊门桥-娄门桥,7-9",阊门桥-娄门桥,7-9,6
"阊门桥-85,9-17",阊门桥-85,9-17,12
"阊门桥-87,9-17",阊门桥-87,9-17,6
"阊门桥-91,9-17",阊门桥-91,9-17,6
"阊门桥-平门桥,0-7",阊门桥-平门桥,0-7,6
"102-阊门桥,19-24",102-阊门桥,19-24,6
"102-1002,7-9",102-1002,7-9,6
"102-101,17-19",102-101,17-19,6
"102-101,19-24",102-101,19-24,6
"102-101,9-17",102-101,9-17,6
"102-104,0-7",102-104,0-7,6
"102-104,7-9",102-104,7-9,6
"102-104,9-17",102-104,9-17,12
"102-108,19-24",102-108,19-24,6
"102-108,7-9",102-108,7-9,6
"102-110,9-17",102-110,9-17,6
"102-相门桥,9-17",102-相门桥,9-17,12
"102-139,9-17",102-139,9-17,6
"102-新市桥,19-24",102-新市桥,19-24,6
"102-151,7-9",102-151,7-9,6
"102-155,7-9",102-155,7-9,6
"102-159,19-24",102-159,19-24,6
"102-164,17-19",102-164,17-19,12
"102-164,19-24",102-164,19-24,12
"102-164,7-9",102-164,7-9,6
"102-干将桥（干将西路）,7-9",102-干将桥（干将西路）,7-9,6
"102-娄门桥,7-9",102-娄门桥,7-9,6
"102-95,19-24",102-95,19-24,6
"103-144,19-24",103-144,19-24,6
"103-南园桥,7-9",103-南园桥,7-9,6
"103-金门路,0-7",103-金门路,0-7,6
"103-22,9-17",103-22,9-17,12
"103-惠济桥,9-17",103-惠济桥,9-17,6
"103-娄门桥,9-17",103-娄门桥,9-17,6
"103-99,9-17",103-99,9-17,6
"104-惠济桥,17-19",104-惠济桥,17-19,18
"104-惠济桥,19-24",104-惠济桥,19-24,12
"104-惠济桥,9-17",104-惠济桥,9-17,12
"104-阊门桥,0-7",104-阊门桥,0-7,6
"104-1001,19-24",104-1001,19-24,6
"104-1001,9-17",104-1001,9-17,12
"104-1002,17-19",104-1002,17-19,6
"104-1002,7-9",104-1002,7-9,12
"104-1003,0-7",104-1003,0-7,18
"104-1003,17-19",104-1003,17-19,18
"104-1003,7-9",104-1003,7-9,6
"104-1003,9-17",104-1003,9-17,18
"104-1004,0-7",104-1004,0-7,6
"104-1004,17-19",104-1004,17-19,12
"104-1004,9-17",104-1004,9-17,12
"104-1005,9-17",104-1005,9-17,6
"104-1009,0-7",104-1009,0-7,12
"104-1009,17-19",104-1009,17-19,6
"104-1009,19-24",104-1009,19-24,24
"104-1009,9-17",104-1009,9-17,18
"104-101,0-7",104-101,0-7,12
"104-101,17-19",104-101,17-19,6
"104-101,19-24",104-101,19-24,12
"104-101,7-9",104-101,7-9,6
"104-101,9-17",104-101,9-17,6
"104-景德桥,0-7",104-景德桥,0-7,6
"104-景德桥,17-19",104-景德桥,17-19,18
"104-景德桥,19-24",104-景德桥,19-24,12
"104-景德桥,7-9",104-景德桥,7-9,6
"104-景德桥,9-17",104-景德桥,9-17,18
"104-1011,7-9",104-1011,7-9,12
"104-1013,0-7",104-1013,0-7,6
"104-1013,17-19",104-1013,17-19,6
"104-1013,19-24",104-1013,19-24,36
"104-1013,9-17",104-1013,9-17,24
"104-阊门桥,19-24",104-阊门桥,19-24,12
"104-阊门桥,7-9",104-阊门桥,7-9,6
"104-102,17-19",104-102,17-19,12
"104-102,7-9",104-102,7-9,6
"104-103,7-9",104-103,7-9,6
"104-104,0-7",104-104,0-7,24
"104-104,17-19",104-104,17-19,12
"104-104,19-24",104-104,19-24,30
"104-104,7-9",104-104,7-9,18
"104-104,9-17",104-104,9-17,42
"104-110,9-17",104-110,9-17,12
"104-112,9-17",104-112,9-17,6
"104-相门桥,17-19",104-相门桥,17-19,18
"104-相门桥,19-24",104-相门桥,19-24,6
"104-相门桥,9-17",104-相门桥,9-17,6
"104-姑胥桥,7-9",104-姑胥桥,7-9,6
"104-姑胥桥,9-17",104-姑胥桥,9-17,6
"104-116,7-9",104-116,7-9,6
"104-116,9-17",104-116,9-17,6
"104-新市桥,0-7",104-新市桥,0-7,6
"104-新市桥,17-19",104-新市桥,17-19,6
"104-新市桥,9-17",104-新市桥,9-17,6
"104-相门桥,0-7",104-相门桥,0-7,12
"104-13,19-24",104-13,19-24,6
"104-133,0-7",104-133,0-7,6
"104-新市桥,0-7",104-新市桥,0-7,12
"104-新市桥,19-24",104-新市桥,19-24,12
"104-新市桥,9-17",104-新市桥,9-17,6
"104-144,0-7",104-144,0-7,6
"104-144,19-24",104-144,19-24,12
"104-144,7-9",104-144,7-9,6
"104-竹辉路,0-7",104-竹辉路,0-7,6
"104-竹辉路,19-24",104-竹辉路,19-24,6
"104-161,0-7",104-161,0-7,6
"104-162,0-7",104-162,0-7,6
"104-162,17-19",104-162,17-19,6
"104-163,19-24",104-163,19-24,6
"104-163,7-9",104-163,7-9,6
"104-164,0-7",104-164,0-7,6
"104-164,19-24",104-164,19-24,24
"104-164,7-9",104-164,7-9,12
"104-164,9-17",104-164,9-17,24
"104-165,0-7",104-165,0-7,6
"104-165,19-24",104-165,19-24,12
"104-165,9-17",104-165,9-17,6
"104-金门路,0-7",104-金门路,0-7,6
"104-金门路,7-9",104-金门路,7-9,12
"104-175,7-9",104-175,7-9,6
"104-188,19-24",104-188,19-24,6
"104-葑门桥,9-17",104-葑门桥,9-17,6
"104-葑门桥,0-7",104-葑门桥,0-7,6
"104-葑门桥,9-17",104-葑门桥,9-17,6
"104-199,9-17",104-199,9-17,6
"104-人民桥,17-19",104-人民桥,17-19,6
"104-人民桥,7-9",104-人民桥,7-9,6
"104-人民桥,9-17",104-人民桥,9-17,6
"104-204,7-9",104-204,7-9,6
"104-竹辉路,0-7",104-竹辉路,0-7,6
"104-竹辉路,7-9",104-竹辉路,7-9,6
"104-206,19-24",104-206,19-24,6
"104-金门路,0-7",104-金门路,0-7,6
"104-金门路,9-17",104-金门路,9-17,6
"104-22,17-19",104-22,17-19,18
"104-22,19-24",104-22,19-24,12
"104-25,7-9",104-25,7-9,6
"104-3,7-9",104-3,7-9,6
"104-3,9-17",104-3,9-17,6
"104-干将桥（干将西路）,19-24",104-干将桥（干将西路）,19-24,30
"104-干将桥（干将西路）,7-9",104-干将桥（干将西路）,7-9,12
"104-干将桥（干将西路）,9-17",104-干将桥（干将西路）,9-17,42
"104-33,19-24",104-33,19-24,12
"104-33,7-9",104-33,7-9,6
"104-33,9-17",104-33,9-17,12
"104-齐门桥,19-24",104-齐门桥,19-24,6
"104-47,17-19",104-47,17-19,6
"104-47,19-24",104-47,19-24,6
"104-47,9-17",104-47,9-17,6
"104-平门桥,0-7",104-平门桥,0-7,6
"104-54,17-19",104-54,17-19,6
"104-54,19-24",104-54,19-24,6
"104-54,7-9",104-54,7-9,6
"104-54,9-17",104-54,9-17,12
"104-55,19-24",104-55,19-24,12
"104-6,19-24",104-6,19-24,6
"104-63,19-24",104-63,19-24,6
"104-63,7-9",104-63,7-9,6
"104-63,9-17",104-63,9-17,6
"104-64,9-17",104-64,9-17,6
"104-惠济桥,17-19",104-惠济桥,17-19,6
"104-惠济桥,19-24",104-惠济桥,19-24,6
"104-惠济桥,7-9",104-惠济桥,7-9,6
"104-惠济桥,9-17",104-惠济桥,9-17,24
"104-74,0-7",104-74,0-7,6
"104-77,19-24",104-77,19-24,6
"104-79,19-24",104-79,19-24,6
"104-79,9-17",104-79,9-17,6
"104-80,0-7",104-80,0-7,6
"104-81,0-7",104-81,0-7,6
"104-81,7-9",104-81,7-9,6
"104-齐门桥,0-7",104-齐门桥,0-7,6
"104-娄门桥,19-24",104-娄门桥,19-24,12
"104-娄门桥,7-9",104-娄门桥,7-9,6
"104-娄门桥,9-17",104-娄门桥,9-17,30
"104-85,19-24",104-85,19-24,12
"104-86,0-7",104-86,0-7,6
"104-86,17-19",104-86,17-19,6
"104-娄门桥,7-9",104-娄门桥,7-9,6
"104-娄门桥,9-17",104-娄门桥,9-17,6
"104-90,0-7",104-90,0-7,12
"104-90,19-24",104-90,19-24,6
"104-93,9-17",104-93,9-17,6
"104-平门桥,0-7",104-平门桥,0-7,6
"104-95,0-7",104-95,0-7,6
"104-95,9-17",104-95,9-17,6
"104-娄门桥,0-7",104-娄门桥,0-7,12
"104-娄门桥,17-19",104-娄门桥,17-19,6
"104-娄门桥,7-9",104-娄门桥,7-9,6
"104-葑门桥,0-7",104-葑门桥,0-7,6
"104-葑门桥,17-19",104-葑门桥,17-19,6
"104-葑门桥,9-17",104-葑门桥,9-17,12
"104-99,19-24",104-99,19-24,6
"104-99,7-9",104-99,7-9,6
"105-新市桥,19-24",105-新市桥,19-24,6
"107-阊门桥,19-24",107-阊门桥,19-24,6
"107-100,9-17",107-100,9-17,6
"107-123,17-19",107-123,17-19,6
"107-相门桥,0-7",107-相门桥,0-7,6
"107-144,19-24",107-144,19-24,6
"107-181,19-24",107-181,19-24,6
"107-人民桥,7-9",107-人民桥,7-9,6
"107-竹辉路,19-24",107-竹辉路,19-24,6
"107-76,17-19",107-76,17-19,6
"107-85,19-24",107-85,19-24,6
"107-85,9-17",107-85,9-17,6
"107-葑门桥,19-24",107-葑门桥,19-24,6
"108-惠济桥,19-24",108-惠济桥,19-24,6
"108-阊门桥,9-17",108-阊门桥,9-17,6
"108-阊门桥,19-24",108-阊门桥,19-24,6
"108-102,0-7",108-102,0-7,6
"108-102,9-17",108-102,9-17,6
"108-164,0-7",108-164,0-7,12
"108-164,19-24",108-164,19-24,6
"108-179,19-24",108-179,19-24,12
"108-181,19-24",108-181,19-24,6
"108-景德桥,17-19",108-景德桥,17-19,6
"108-景德桥,17-19",108-景德桥,17-19,6
"108-206,9-17",108-206,9-17,6
"108-干将桥（干将西路）,19-24",108-干将桥（干将西路）,19-24,6
"108-干将桥（干将西路）,7-9",108-干将桥（干将西路）,7-9,6
